first_name,last_name,start_date,exit_date,title,supervisor,ad_email,business_unit,employee_status,employee_type,pay_zone,employee_classification_type,termination_type,termination_description,department_type,division,state,job_function_description,gender_code,location_code,race_desc,marital_desc,performance_score,current_employee_rating,employee_id,survey_date,engagement_score,satisfaction_score,worklife_balance_score,training_date,training_program_name,training_type,training_outcome,location,trainer,training_durationdays,training_cost
Fatima,Kemp,2021-03-24,,Production Technician I,Patrick Wood,fatima.kemp@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,General - Con,MA,Safety,Female,4369,Asian,Married,Exceeds,2,3360,,4,4,1,2022-12-14,Customer Service,External,Passed,Harrisport,Robert George,3,740.89
Lilianna,Conway,2020-12-29,2022-02-23,Production Technician I,Patrick Hart,lilianna.conway@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Temporary,Voluntary,Situation election visit author five.,Production       ,General - Con,MA,Technician,Female,65806,Other,Single,Exceeds,3,3361,,1,3,3,2022-11-14,Communication Skills,External,Passed,North Johnnyberg,Brittany Gutierrez,1,921.81
Tony,Cooke,2021-08-02,,Production Technician I,Linda Gonzales,tony.cooke@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Female,90552,Asian,Widowed,Exceeds,1,3362,,1,5,1,2023-07-31,Customer Service,Internal,Passed,North Katherineberg,Samantha Chase MD,2,348.84
Trevor,Barry,2022-03-30,,Production Technician I,Jack Branch,trevor.barry@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Male,31018,Black,Married,Exceeds,5,3363,,4,4,2,2023-05-22,Customer Service,External,Completed,East Diane,Steven Wood,2,826.15
Marisa,Frank,2021-03-05,2021-09-07,Production Technician II,Courtney Chambers,marisa.frank@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,Retirement,Court catch management cold total among.,Production       ,Engineers,MA,Technician,Female,42754,Hispanic,Single,Exceeds,3,3364,,1,5,2,2022-12-01,Leadership Development,Internal,Completed,Keyfurt,Angela Clark,1,205.35
Shania,Flores,2020-12-02,,Production Technician II,Andre Pacheco,shania.flores@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Project Management - Con,MA,Laborer,Male,24571,Asian,Divorced,Fully Meets,3,3365,,1,1,4,2022-08-23,Communication Skills,External,Incomplete,Nathanton,Robert Blanchard,1,349.86
Andre,Allison,2019-01-20,2020-01-18,Production Technician II,Angela Fowler,andre.allison@bilearner.com,PL,Voluntarily Terminated,Contract,Zone C,Full-Time,Voluntary,Modern a study speak. Front choose central which.,Production       ,General - Con,MA,Project Manager,Male,74701,Black,Widowed,Exceeds,4,3366,,4,5,5,2022-09-20,Project Management,External,Passed,New Karahaven,Kenneth Ferguson,1,546.47
Destiny,Bright,2020-05-30,2022-02-01,Production Technician II,Patricia Doyle,destiny.bright@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Retirement,Tell heavy degree no early.,Production       ,Field Operations,MA,Laborer,Male,35065,Other,Single,Exceeds,2,3367,,4,1,5,2023-06-09,Leadership Development,Internal,Passed,West Lisabury,Richard Jones,2,448.21
Karli,Parks,2019-11-14,2023-05-14,Production Technician II,Benjamin Cook,karli.parks@bilearner.com,CCDR,Leave of Absence,Part-Time,Zone B,Part-Time,Retirement,These these by when here attorney special.,Production       ,Field Operations,MA,Apprentice,Male,61176,Black,Married,Exceeds,5,3368,,5,1,4,2022-11-28,Leadership Development,Internal,Incomplete,West Kelly,Donna Webster MD,5,970.35
Mylie,Callahan,2022-07-27,2023-03-24,Production Technician II,Jeff Cabrera,mylie.callahan@bilearner.com,SVG,Leave of Absence,Part-Time,Zone A,Temporary,Resignation,Teacher contain heart continue pay form short.,Production       ,General - Con,MA,Locator,Female,22374,Other,Single,Exceeds,2,3369,,2,5,4,2022-10-01,Project Management,Internal,Completed,Hicksland,Zachary Ferrell,5,152.86
Jadiel,Dickson,2022-06-20,,Production Technician II,Chris Burke,jadiel.dickson@bilearner.com,EW,Active,Contract,Zone C,Temporary,Unk,,Production       ,General - Con,MA,Laborer,Female,57215,Asian,Widowed,Exceeds,3,3370,,3,5,3,2023-06-06,Customer Service,External,Completed,Mosleyland,Scott Gordon,2,264.88
Aliya,Moss,2022-12-20,2023-03-22,Production Technician II,Keith Rasmussen,aliya.moss@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,Resignation,Feel pattern require stand.,Production       ,Wireless,MA,Manager,Female,5985,Hispanic,Married,Exceeds,3,3371,,4,2,5,2022-12-01,Communication Skills,Internal,Passed,Spencerstad,Matthew Rios,2,210.15
Kylie,Roman,2023-01-14,2023-03-14,Production Technician I,Tammy Small,kylie.roman@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone C,Part-Time,Involuntary,Try statement audience too material film.,Production       ,Project Management - Con,MA,Manager,Female,94040,Asian,Divorced,Fully Meets,4,3372,,1,3,1,2023-05-05,Technical Skills,External,Passed,West Ellentown,Christopher Johnson,4,627.18
Karter,Thornton,2018-09-22,,Production Technician I,Phillip Little,karter.thornton@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,Unk,,Production       ,Aerial,MA,Foreman,Male,35546,Other,Married,Exceeds,2,3373,,2,4,4,2022-12-29,Customer Service,External,Incomplete,North Dominique,Jonathan Flores,1,575.42
Ronald,Bullock,2022-09-24,2023-03-10,Production Technician I,Thomas Rios,ronald.bullock@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone A,Temporary,Involuntary,Data imagine bill possible want.,Production       ,Field Operations,MA,Laborer,Male,33903,Hispanic,Divorced,Exceeds,4,3374,,1,3,3,2022-11-27,Communication Skills,Internal,Completed,Gabrielleport,Laura Cowan,4,123.64
Sharon,Beltran,2020-06-08,2021-07-13,Production Technician I,Kathy Kelley,sharon.beltran@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Voluntary,Theory majority born with.,Production       ,Engineers,MA,Program Manager,Female,58194,Black,Divorced,Exceeds,3,3375,,2,4,3,2023-06-30,Technical Skills,Internal,Failed,North Michaelborough,Anna Franklin,1,655.61
Maren,Anderson,2023-07-06,,Production Technician I,Christopher Sexton,maren.anderson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,Unk,,Production       ,Field Operations,MA,Technician,Female,7445,Asian,Single,Exceeds,5,3376,,4,1,2,2023-02-20,Project Management,External,Incomplete,South Travishaven,Linda Lee,4,410.54
Cruz,Ashley,2020-02-24,2023-05-13,Production Technician I,Evan Schultz,cruz.ashley@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,Resignation,Tough very bad spend feeling college require.,Production       ,Splicing,MA,Foreman,Female,52336,Asian,Widowed,Exceeds,4,3377,,3,5,3,2022-10-24,Communication Skills,Internal,Completed,New Ryan,Luis Greer,2,485.17
Enzo,Carney,2021-05-26,,Production Technician I,Joshua Burton,enzo.carney@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,Unk,,Production       ,General - Con,MA,Technician,Female,53521,White,Single,Exceeds,3,3378,,5,1,4,2023-07-08,Technical Skills,External,Passed,Port Ashleymouth,Thomas Jensen,1,731.18
Marquis,Joseph,2023-04-09,2023-06-14,Production Technician I,Walter Henry,marquis.joseph@bilearner.com,SVG,Leave of Absence,Contract,Zone C,Part-Time,Voluntary,American community truth.,Production       ,Technology / It,MA,Helpdesk,Female,48347,Hispanic,Married,Exceeds,4,3379,,2,1,4,2023-01-12,Technical Skills,Internal,Failed,Joannaview,Craig Sullivan,3,849.25
Victor,Ibarra,2023-06-27,,Production Technician I,Jonathan Richards,victor.ibarra@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Technician,Male,9268,Black,Widowed,Exceeds,1,3380,,4,3,2,2022-10-26,Technical Skills,Internal,Incomplete,South Peterberg,Daniel Mendez,1,399.81
Annabelle,Marquez,2022-12-20,,Production Technician I,Kevin Escobar,annabelle.marquez@bilearner.com,MSC,Active,Contract,Zone C,Part-Time,Unk,,Production       ,Field Operations,MA,Foreman,Male,20032,White,Single,Exceeds,3,3381,,1,5,2,2022-08-30,Customer Service,Internal,Incomplete,Lorifurt,Benjamin Cooley,4,604.06
Romeo,Gordon,2018-11-10,,Production Technician I,Thomas Elliott,romeo.gordon@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Administrator,Male,59153,Other,Divorced,Exceeds,5,3382,,3,5,5,2023-04-14,Project Management,Internal,Failed,Jenniferbury,Thomas Smith,2,815.35
Aimee,Hughes,2020-08-13,2020-10-02,Production Technician I,Jose Brown,aimee.hughes@bilearner.com,PYZ,Voluntarily Terminated,Part-Time,Zone C,Part-Time,Resignation,Foot apply stay treatment local good issue.,Production       ,General - Con,MA,Splicer,Female,20389,Hispanic,Divorced,Exceeds,2,3383,,3,2,3,2022-11-16,Leadership Development,Internal,Failed,Amybury,Kevin Reyes,4,750.79
Dennis,Hays,2019-03-07,,Production Technician I,Rachel Rice,dennis.hays@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,Field Operations,MA,Operator,Female,26286,Hispanic,Married,Fully Meets,3,3384,,2,1,2,2022-11-19,Leadership Development,Internal,Passed,Kochtown,Randall Little,1,981.44
Kelly,Fritz,2022-03-13,,Production Technician I,Cory Lopez,kelly.fritz@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,General - Con,MA,Technician,Female,85739,Other,Divorced,Fully Meets,3,3385,,2,1,4,2023-02-10,Technical Skills,External,Failed,Port Michael,Julie Allen,5,553.4
Darnell,Shelton,2019-11-25,2021-01-28,Production Technician II,Alec Phillips,darnell.shelton@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Voluntary,He four soldier employee central term.,Production       ,General - Con,MA,Laborer,Female,45331,Hispanic,Widowed,Fully Meets,2,3386,,2,1,5,2022-08-26,Leadership Development,External,Incomplete,Savageborough,Laura Sharp,1,348.3
Sabrina,Holt,2019-03-06,,Production Technician II,David Hernandez,sabrina.holt@bilearner.com,NEL,Active,Full-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,MA,Supervisor,Male,46093,Other,Widowed,Fully Meets,3,3387,,1,3,4,2022-10-16,Technical Skills,Internal,Completed,South Maureenview,Mrs. Crystal White DVM,3,912.09
Zoie,Logan,2019-04-19,,Production Technician II,Heidi Terry,zoie.logan@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,Unk,,Production       ,Fielders,MA,Technician,Male,48911,Black,Divorced,Fully Meets,1,3388,,3,1,3,2022-11-03,Leadership Development,External,Failed,Kennethborough,Kelly Castaneda,2,278.04
Finley,Medina,2020-08-12,,Production Technician II,Travis Griffith,finley.medina@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Field Operations,MA,Laborer,Male,18226,Asian,Married,Fully Meets,1,3389,,2,3,1,2022-10-18,Project Management,External,Completed,Ramostown,Jordan Williams,5,812.22
Lizeth,Middleton,2022-10-21,2023-01-05,Production Technician II,Joanna Nguyen,lizeth.middleton@bilearner.com,CCDR,Leave of Absence,Part-Time,Zone B,Temporary,Voluntary,North next animal laugh threat no.,Production       ,Billable Consultants,MA,Engineer,Female,90024,Hispanic,Married,Fully Meets,1,3390,,2,4,2,2022-11-06,Leadership Development,Internal,Failed,Davismouth,Dwayne Allen,3,765.2
Odin,Camacho,2020-01-13,,Production Technician II,Amanda Young,odin.camacho@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Unk,,Production       ,General - Sga,MA,Project Manager,Female,2225,Black,Divorced,Fully Meets,3,3391,,4,3,1,2023-04-01,Communication Skills,Internal,Incomplete,Johnborough,Kevin Robinson,2,374.13
Dakota,Lowery,2019-11-18,2021-09-22,Production Technician II,Sean Walsh,dakota.lowery@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,Voluntary,Keep particular pass understand set.,Production       ,General - Con,MA,Technician,Female,14864,Other,Single,Fully Meets,2,3392,,3,4,2,2023-01-23,Technical Skills,External,Completed,New Julieshire,Randy Dixon,3,319.39
Skyla,Santiago,2018-08-25,,Production Technician I,Jerry Gilbert,skyla.santiago@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Unk,,Production       ,General - Con,MA,Flagger,Female,33532,Hispanic,Married,Needs Improvement,3,3393,,3,4,4,2023-07-30,Leadership Development,External,Passed,Robinsonshire,Katie Davis,5,538.8
Harley,Beard,2021-05-24,,Production Technician I,Meghan Green,harley.beard@bilearner.com,WBL,Active,Contract,Zone B,Temporary,Unk,,Production       ,Field Operations,MA,Technician,Male,37566,Black,Divorced,Fully Meets,2,3394,,1,5,5,2022-09-12,Leadership Development,External,Incomplete,Port Connie,Timothy Osborne,3,845.75
Summer,Barber,2021-06-09,2022-01-13,Production Technician I,Penny Campbell DDS,summer.barber@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,Resignation,Without production religious.,Production       ,Field Operations,MA,Driver,Female,88306,Other,Widowed,Needs Improvement,3,3395,,4,4,3,2022-08-24,Communication Skills,Internal,Failed,Port John,Thomas Lee,3,745.69
Stephen,Mcmillan,2021-04-05,2021-11-29,Production Technician I,Stephanie Petty,stephen.mcmillan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone B,Full-Time,Voluntary,That truth loss energy respond whole case stop.,Production       ,General - Con,MA,Foreman,Female,49024,Asian,Married,Fully Meets,4,3396,,4,3,3,2023-04-15,Leadership Development,External,Passed,Lake Susan,Jessica Greer,4,743.92
Rylan,Garrison,2022-11-05,,Production Technician I,Alyssa Moore,rylan.garrison@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,Unk,,Production       ,Field Operations,MA,Driller,Female,41302,Asian,Single,Fully Meets,3,3397,,3,3,2,2022-10-05,Project Management,Internal,Incomplete,West Juan,Patrick Soto,2,826.58
Kyler,Cherry,2019-11-09,2022-09-03,Production Technician I,Danielle Hanson,kyler.cherry@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,Retirement,Foot station left people foot.,Production       ,General - Con,MA,Technician,Female,63776,Other,Single,Fully Meets,3,3398,,5,2,1,2022-08-24,Project Management,External,Passed,New Jennifer,Sherri Robertson,2,155.61
Corinne,Reeves,2022-06-05,2023-06-01,Production Technician I,Paige Savage,corinne.reeves@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Involuntary,Central weight analysis great.,Production       ,Aerial,MA,Lineman,Female,16715,White,Widowed,Fully Meets,2,3399,,4,4,5,2022-12-01,Leadership Development,External,Failed,Jennafort,Allison Brown,3,898.26
Lorenzo,Short,2021-09-21,,Production Technician I,Samantha Thomas,lorenzo.short@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Unk,,Production       ,Shop (Fleet),MA,Mechanic,Female,90974,Black,Divorced,Fully Meets,1,3400,,2,5,3,2023-07-21,Leadership Development,External,Passed,North Connortown,Veronica Knapp,1,639.06
Taniya,Kane,2021-11-10,2023-06-04,Production Technician I,Scott Powell,taniya.kane@bilearner.com,EW,Leave of Absence,Contract,Zone A,Full-Time,Involuntary,Think large why many.,Production       ,Field Operations,MA,Laborer,Male,3403,Hispanic,Married,Fully Meets,1,3401,,4,4,1,2023-04-25,Project Management,Internal,Passed,New Michellestad,James Owens,5,605.29
Nevaeh,Mcmillan,2021-03-03,2022-04-12,Production Technician I,Laura Wong,nevaeh.mcmillan@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone C,Full-Time,Voluntary,Impact voice participant school baby.,Production       ,Field Operations,MA,Engineer,Male,22662,Black,Single,Fully Meets,3,3402,,1,4,4,2023-07-05,Customer Service,External,Incomplete,Kellychester,Judy Barajas,2,783.25
Dillon,Larson,2021-02-19,2022-11-15,Production Technician I,Erin Allen,dillon.larson@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,Retirement,According crime none method effort.,Production       ,Field Operations,MA,Laborer,Female,66066,Asian,Married,Exceeds,3,3403,,4,4,3,2023-06-08,Communication Skills,External,Completed,Turnermouth,Justin Johnson,5,406.68
Willie,Howe,2019-04-25,2022-11-11,Production Technician I,Ivan Bryant,willie.howe@bilearner.com,PYZ,Leave of Absence,Part-Time,Zone C,Full-Time,Involuntary,Few success street.,Production       ,Field Operations,MA,Driller,Female,58775,Other,Divorced,Fully Meets,2,3404,,4,1,1,2023-04-10,Customer Service,Internal,Incomplete,North Kelly,Autumn Mcneil,4,518.46
Selina,Jefferson,2020-01-13,2022-10-21,Production Technician I,Karen Lin,selina.jefferson@bilearner.com,WBL,Leave of Absence,Contract,Zone B,Full-Time,Voluntary,Often about size today.,Production       ,Field Operations,MA,Engineer,Female,12351,White,Single,Fully Meets,1,3405,,2,1,1,2023-04-05,Customer Service,External,Completed,Kellermouth,William Davenport,1,397.18
Serenity,Montgomery,2020-03-25,2023-04-26,Production Technician I,Tina Munoz,serenity.montgomery@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone C,Temporary,Involuntary,Politics in foreign up start.,Production       ,Finance & Accounting,MA,Administration,Female,24805,Other,Single,Fully Meets,5,3406,,5,5,4,2023-04-27,Customer Service,Internal,Incomplete,New Roberthaven,Stephanie Scott,1,538.94
Kamila,Sanders,2021-04-15,2023-05-11,Production Technician II,Aaron Stewart,kamila.sanders@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Voluntary,Maintain behavior project parent particular game.,Production       ,Field Operations,MA,Construction Manager,Female,18000,Asian,Single,Fully Meets,5,3407,,1,3,5,2023-02-06,Leadership Development,External,Incomplete,West Mark,George Boone,1,501.87
Rose,Mcguire,2022-12-15,2023-04-25,Production Technician II,Nicole Holland,rose.mcguire@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,Resignation,Ball while speak. Issue free represent city.,Production       ,Field Operations,MA,Supervisor,Male,67579,Asian,Divorced,Fully Meets,3,3408,,2,2,4,2022-08-13,Leadership Development,External,Failed,South Anthonyfort,Jillian Rodriguez,5,877.62
Brenton,Zavala,2022-10-08,2023-02-04,Production Technician II,Jonathan Brown,brenton.zavala@bilearner.com,PL,Active,Contract,Zone B,Full-Time,Resignation,Century risk machine pay car region.,Production       ,Yard (Material Handling),MA,Laborer,Male,82704,Asian,Divorced,Fully Meets,4,3409,,5,5,4,2023-07-27,Technical Skills,Internal,Failed,Johnsonfort,April Howell,2,575.11
Laci,Klein,2018-12-18,,Production Technician II,Kyle Hicks,laci.klein@bilearner.com,BPC,Active,Contract,Zone C,Temporary,Unk,,Production       ,People Services,MA,Manager,Male,41572,Hispanic,Widowed,Fully Meets,3,3410,,4,3,4,2023-03-05,Leadership Development,External,Failed,Williamsmouth,Willie Smith,2,729.76
Brenda,Boone,2022-10-06,,Production Technician II,Howard Ryan,brenda.boone@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Unk,,Production       ,General - Eng,MA,Administrative,Female,24028,Asian,Single,Fully Meets,2,3411,,2,3,2,2023-05-31,Customer Service,Internal,Incomplete,Jasonchester,James Johnson,5,961.53
Andrea,Walters,2019-12-28,,Production Technician II,David Abbott,andrea.walters@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,Unk,,Production       ,Shop (Fleet),MA,Mechanic,Female,68155,White,Divorced,Exceeds,3,3412,,5,4,4,2022-10-07,Leadership Development,External,Incomplete,Millerbury,Michael Bailey,2,966.67
